,analysisVersion,interfaceVersion,file,detectionType,cellType,sex,condition,sweep,sweepSpikeNumber,spikeNumber,include,userType,errors,dvdtThreshold,mvThreshold,medianFilter,halfHeights,thresholdPnt,thresholdSec,thresholdVal,thresholdVal_dvdt,dacCommand,peakPnt,peakSec,peakVal,peakHeight,timeToPeak_ms,preMinPnt,preMinVal,preLinearFitPnt0,preLinearFitPnt1,earlyDiastolicDuration_ms,preLinearFitVal0,preLinearFitVal1,earlyDiastolicDurationRate,lateDiastolicDuration,preSpike_dvdt_max_pnt,preSpike_dvdt_max_val,preSpike_dvdt_max_val2,postSpike_dvdt_min_pnt,postSpike_dvdt_min_val,postSpike_dvdt_min_val2,isi_pnts,isi_ms,spikeFreq_hz,cycleLength_pnts,cycleLength_ms,diastolicDuration_ms,widths,widths_10,widths_20,widths_50,widths_80,widths_90,myDateStr,fileIdx
196,20210803a,20210803a,220110n_0067.tif,mv,,,Thapsigargin,0,5,5,True,0,"[{'Spike': 5, 'Seconds': 5.5868, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 5, 'Seconds': 5.5868, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.955<=8'}]",0.0,1.07,0,"[10, 20, 50, 80, 90]",1380,5.586792000000001,1.074021104793374,0.001697882512152292,0.0,1463,5.922809200000001,1.200853678316519,0.1268325735231448,336.01720000000057,,,1367,1373,24.290400000000005,1.0216054613976224,1.047138732418254,0.9552023260293523,,1380,1.074021104793374,0.001697882512152292,1465,1.1912401339409526,-0.001683678721203482,246.0,995.9064000000002,1.0041104264416816,,,56.67760000000001,"[{'halfHeight': 10, 'risingPnt': 1385, 'fallingPnt': 1546, 'widthPnts': 161, 'widthMs': 651.7924000000002}, {'halfHeight': 20, 'risingPnt': 1388, 'fallingPnt': 1539, 'widthPnts': 151, 'widthMs': 611.3084000000001}, {'halfHeight': 50, 'risingPnt': 1401, 'fallingPnt': 1515, 'widthPnts': 114, 'widthMs': 461.51760000000013}, {'halfHeight': 80, 'risingPnt': 1429, 'fallingPnt': 1490, 'widthPnts': 61, 'widthMs': 246.95240000000007}, {'halfHeight': 90, 'risingPnt': 1437, 'fallingPnt': 1466, 'widthPnts': 29, 'widthMs': 117.40360000000003}]",651.7924000000002,611.3084000000001,461.51760000000013,246.95240000000007,117.40360000000003,jan-12-2022,22
197,20210803a,20210803a,220110n_0067.tif,mv,,,Thapsigargin,0,6,6,True,0,"[{'Spike': 6, 'Seconds': 6.5544, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 6, 'Seconds': 6.5544, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.941<=8'}]",0.0,1.07,0,"[10, 20, 50, 80, 90]",1619,6.5543596000000015,1.0623907496708336,-0.00011429420655133444,0.0,1706,6.906570400000001,1.1916398930137078,0.12924914334287418,352.21079999999995,,,1606,1612,24.290400000000005,1.012374059786557,1.0377103588168333,0.941080614660934,,1622,1.0810928838381197,0.002172185403785625,1708,1.188660684533251,-0.00039006429620539964,239.0,967.5676000000002,1.0335195184295132,,,56.67760000000001,"[{'halfHeight': 10, 'risingPnt': 1622, 'fallingPnt': 1797, 'widthPnts': 175, 'widthMs': 708.4700000000001}, {'halfHeight': 20, 'risingPnt': 1627, 'fallingPnt': 1785, 'widthPnts': 158, 'widthMs': 639.6472000000001}, {'halfHeight': 50, 'risingPnt': 1641, 'fallingPnt': 1757, 'widthPnts': 116, 'widthMs': 469.6144000000001}, {'halfHeight': 80, 'risingPnt': 1664, 'fallingPnt': 1732, 'widthPnts': 68, 'widthMs': 275.29120000000006}, {'halfHeight': 90, 'risingPnt': 1677, 'fallingPnt': 1720, 'widthPnts': 43, 'widthMs': 174.08120000000005}]",708.4700000000001,639.6472000000001,469.6144000000001,275.29120000000006,174.08120000000005,jan-12-2022,22
198,20210803a,20210803a,220110n_0067.tif,mv,,,Thapsigargin,0,7,7,True,0,"[{'Spike': 7, 'Seconds': 7.5341, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 7, 'Seconds': 7.5341, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 1.146<=8'}]",0.0,1.07,0,"[10, 20, 50, 80, 90]",1861,7.534072400000002,1.07076288591616,0.0008172152852528808,0.0,1935,7.833654000000001,1.1826127607634067,0.11184987484724673,299.5815999999989,,,1847,1853,24.290400000000005,1.017508272966121,1.0442481755861335,1.1461387432964547,,1870,1.0976064910109786,0.0015863061858303897,1937,1.1787155088789891,-0.0004344629116839392,242.0,979.7128000000002,1.0207072929944365,,,64.77440000000001,"[{'halfHeight': 10, 'risingPnt': 1865, 'fallingPnt': 2024, 'widthPnts': 159, 'widthMs': 643.6956000000001}, {'halfHeight': 20, 'risingPnt': 1870, 'fallingPnt': 2014, 'widthPnts': 144, 'widthMs': 582.9696000000001}, {'halfHeight': 50, 'risingPnt': 1884, 'fallingPnt': 1993, 'widthPnts': 109, 'widthMs': 441.2756000000001}, {'halfHeight': 80, 'risingPnt': 1904, 'fallingPnt': 1971, 'widthPnts': 67, 'widthMs': 271.24280000000005}, {'halfHeight': 90, 'risingPnt': 1915, 'fallingPnt': 1953, 'widthPnts': 38, 'widthMs': 153.83920000000003}]",643.6956000000001,582.9696000000001,441.2756000000001,271.24280000000005,153.83920000000003,jan-12-2022,22
199,20210803a,20210803a,220110n_0067.tif,mv,,,Thapsigargin,0,8,8,True,0,"[{'Spike': 8, 'Seconds': 8.4693, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 8, 'Seconds': 8.4693, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 1.567<=8'}]",0.0,1.07,0,"[10, 20, 50, 80, 90]",2092,8.469252800000001,1.034888955971486,-0.00015449952110451094,0.0,2177,8.8133668,1.1910053068415976,0.15611635087011155,344.11399999999935,,,2085,2088,12.145200000000003,1.0071888220248315,1.0220416503117198,1.5665833477891073,,2096,1.05327490876149,0.0015541965734380946,2179,1.1840226355308388,-0.0007573985838540246,231.0,935.1804000000002,1.0693124021846476,,,32.38720000000001,"[{'halfHeight': 10, 'risingPnt': 2096, 'fallingPnt': 2297, 'widthPnts': 201, 'widthMs': 813.7284000000002}, {'halfHeight': 20, 'risingPnt': 2101, 'fallingPnt': 2280, 'widthPnts': 179, 'widthMs': 724.6636000000002}, {'halfHeight': 50, 'risingPnt': 2118, 'fallingPnt': 2248, 'widthPnts': 130, 'widthMs': 526.2920000000001}, {'halfHeight': 80, 'risingPnt': 2142, 'fallingPnt': 2218, 'widthPnts': 76, 'widthMs': 307.67840000000007}, {'halfHeight': 90, 'risingPnt': 2158, 'fallingPnt': 2192, 'widthPnts': 34, 'widthMs': 137.64560000000003}]",813.7284000000002,724.6636000000002,526.2920000000001,307.67840000000007,137.64560000000003,jan-12-2022,22
200,20210803a,20210803a,220110n_0067.tif,mv,,,Thapsigargin,0,9,9,True,0,"[{'Spike': 9, 'Seconds': 9.4692, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 9, 'Seconds': 9.4692, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.853<=8'}]",0.0,1.07,0,"[10, 20, 50, 80, 90]",2339,9.4692076,1.0729023266924405,0.0006645633594131918,0.0,2411,9.760692400000002,1.1797556692158997,0.10685334252345924,291.484800000001,,,2324,2330,24.290400000000005,1.0168143956594322,1.039685437726777,0.85292593806759,,2389,1.164389345497137,0.0018062508948666304,2414,1.1725675313195434,-0.0011915138643731628,247.0,999.9548000000002,1.000045202043132,,,68.82280000000002,"[{'halfHeight': 10, 'risingPnt': 2344, 'fallingPnt': 2499, 'widthPnts': 155, 'widthMs': 627.5020000000002}, {'halfHeight': 20, 'risingPnt': 2350, 'fallingPnt': 2490, 'widthPnts': 140, 'widthMs': 566.7760000000002}, {'halfHeight': 50, 'risingPnt': 2365, 'fallingPnt': 2468, 'widthPnts': 103, 'widthMs': 416.9852000000001}, {'halfHeight': 80, 'risingPnt': 2384, 'fallingPnt': 2443, 'widthPnts': 59, 'widthMs': 238.85560000000007}, {'halfHeight': 90, 'risingPnt': 2390, 'fallingPnt': 2415, 'widthPnts': 25, 'widthMs': 101.21000000000002}]",627.5020000000002,566.7760000000002,416.9852000000001,238.85560000000007,101.21000000000002,jan-12-2022,22
201,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,0,0,True,0,"[{'Spike': 0, 'Seconds': 0.2105, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 0, 'Seconds': 0.2105, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.058<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",52,0.21051680000000006,1.0935979576625305,0.0009330275646865575,0.0,146,0.5910664000000001,1.2212716433492874,0.12767368568675685,380.54960000000005,,,32,41,36.43560000000001,1.0410584756745238,1.0524288467182092,0.05828694925040517,,80,1.166664437513147,0.0015486472263169801,148,1.210962760583717,-0.0015946880972326403,,,,,,89.06480000000002,"[{'halfHeight': 10, 'risingPnt': 54, 'fallingPnt': 222, 'widthPnts': 168, 'widthMs': 680.1312000000001}, {'halfHeight': 20, 'risingPnt': 62, 'fallingPnt': 212, 'widthPnts': 150, 'widthMs': 607.2600000000001}, {'halfHeight': 50, 'risingPnt': 77, 'fallingPnt': 190, 'widthPnts': 113, 'widthMs': 457.4692000000001}, {'halfHeight': 80, 'risingPnt': 98, 'fallingPnt': 166, 'widthPnts': 68, 'widthMs': 275.29120000000006}, {'halfHeight': 90, 'risingPnt': 106, 'fallingPnt': 149, 'widthPnts': 43, 'widthMs': 174.08120000000005}]",680.1312000000001,607.2600000000001,457.4692000000001,275.29120000000006,174.08120000000005,jan-12-2022,23
202,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,1,1,True,0,"[{'Spike': 1, 'Seconds': 1.174, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 1, 'Seconds': 1.174, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 1.107<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",290,1.1740360000000003,1.0912497500318135,0.0013072976249853,0.0,373,1.5100532000000002,1.21534811153905,0.12409836150723663,336.0171999999999,,,277,283,24.290400000000005,1.0384673768793056,1.0643741445893893,1.1069938555174286,,294,1.1072458310500735,0.001992843709375719,374,1.212795968824746,-0.0006324820996734872,238.0,963.5192000000002,1.037862037414511,,,56.67760000000001,"[{'halfHeight': 10, 'risingPnt': 293, 'fallingPnt': 458, 'widthPnts': 165, 'widthMs': 667.9860000000001}, {'halfHeight': 20, 'risingPnt': 299, 'fallingPnt': 447, 'widthPnts': 148, 'widthMs': 599.1632000000002}, {'halfHeight': 50, 'risingPnt': 310, 'fallingPnt': 424, 'widthPnts': 114, 'widthMs': 461.51760000000013}, {'halfHeight': 80, 'risingPnt': 335, 'fallingPnt': 402, 'widthPnts': 67, 'widthMs': 271.24280000000005}, {'halfHeight': 90, 'risingPnt': 339, 'fallingPnt': 387, 'widthPnts': 48, 'widthMs': 194.32320000000004}]",667.9860000000001,599.1632000000002,461.51760000000013,271.24280000000005,194.32320000000004,jan-12-2022,23
203,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,2,2,True,0,"[{'Spike': 2, 'Seconds': 2.1497, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 2, 'Seconds': 2.1497, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.93<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",531,2.149700400000001,1.0904118696581466,0.0011379020629446554,0.0,613,2.4816692000000007,1.2135523011356988,0.12314043147755216,331.9687999999998,,,517,523,24.290400000000005,1.035010219478559,1.0617764232604157,0.9295231101715583,,562,1.1666613210266736,0.0015828578139337865,615,1.2063264026136924,-0.0011853464568963626,241.0,975.6644000000002,1.0249425929653677,,,64.77440000000001,"[{'halfHeight': 10, 'risingPnt': 535, 'fallingPnt': 695, 'widthPnts': 160, 'widthMs': 647.7440000000001}, {'halfHeight': 20, 'risingPnt': 537, 'fallingPnt': 686, 'widthPnts': 149, 'widthMs': 603.2116000000001}, {'halfHeight': 50, 'risingPnt': 555, 'fallingPnt': 663, 'widthPnts': 108, 'widthMs': 437.2272000000001}, {'halfHeight': 80, 'risingPnt': 574, 'fallingPnt': 638, 'widthPnts': 64, 'widthMs': 259.09760000000006}, {'halfHeight': 90, 'risingPnt': 589, 'fallingPnt': 626, 'widthPnts': 37, 'widthMs': 149.79080000000005}]",647.7440000000001,603.2116000000001,437.2272000000001,259.09760000000006,149.79080000000005,jan-12-2022,23
204,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,3,3,True,0,"[{'Spike': 3, 'Seconds': 3.1294, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 3, 'Seconds': 3.1294, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 1.052<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",773,3.129413200000001,1.0911179486247198,0.0010301336715489745,0.0,859,3.4775756000000007,1.2058442561855758,0.114726307560856,348.16239999999965,,,755,763,32.38720000000001,1.0285990873888773,1.0618953691608075,1.051845358815033,,796,1.1523416500237627,0.0019602341369361494,860,1.2021353126485192,-0.000677286239059864,242.0,979.7128000000002,1.0207072929944365,,,80.96800000000002,"[{'halfHeight': 10, 'risingPnt': 776, 'fallingPnt': 930, 'widthPnts': 154, 'widthMs': 623.4536000000002}, {'halfHeight': 20, 'risingPnt': 781, 'fallingPnt': 922, 'widthPnts': 141, 'widthMs': 570.8244000000001}, {'halfHeight': 50, 'risingPnt': 796, 'fallingPnt': 899, 'widthPnts': 103, 'widthMs': 416.9852000000001}, {'halfHeight': 80, 'risingPnt': 814, 'fallingPnt': 876, 'widthPnts': 62, 'widthMs': 251.00080000000005}, {'halfHeight': 90, 'risingPnt': 826, 'fallingPnt': 866, 'widthPnts': 40, 'widthMs': 161.93600000000004}]",623.4536000000002,570.8244000000001,416.9852000000001,251.00080000000005,161.93600000000004,jan-12-2022,23
205,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,4,4,True,0,"[{'Spike': 4, 'Seconds': 4.101, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 4, 'Seconds': 4.101, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.7<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",1013,4.101029200000001,1.0930645839880109,0.0014485265004359122,0.0,1075,4.352030000000001,1.1976683487036706,0.10460376471565969,251.0007999999999,,,994,1002,32.38720000000001,1.0233111889655597,1.0462361933156554,0.6995782981461434,,1013,1.0930645839880109,0.0014485265004359122,1076,1.1947881957880677,-0.0006658326113064375,240.0,971.6160000000002,1.0292131871027235,,,85.01640000000002,"[{'halfHeight': 10, 'risingPnt': 1019, 'fallingPnt': 1168, 'widthPnts': 149, 'widthMs': 603.2116000000001}, {'halfHeight': 20, 'risingPnt': 1022, 'fallingPnt': 1158, 'widthPnts': 136, 'widthMs': 550.5824000000001}, {'halfHeight': 50, 'risingPnt': 1037, 'fallingPnt': 1140, 'widthPnts': 103, 'widthMs': 416.9852000000001}, {'halfHeight': 80, 'risingPnt': 1058, 'fallingPnt': 1119, 'widthPnts': 61, 'widthMs': 246.95240000000007}, {'halfHeight': 90, 'risingPnt': 1065, 'fallingPnt': 1107, 'widthPnts': 42, 'widthMs': 170.03280000000004}]",603.2116000000001,550.5824000000001,416.9852000000001,246.95240000000007,170.03280000000004,jan-12-2022,23
206,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,5,5,True,0,"[{'Spike': 5, 'Seconds': 5.0807, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 5, 'Seconds': 5.0807, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.54<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",1255,5.080742000000001,1.0910191300328003,0.0011433007924290272,0.0,1322,5.351984800000001,1.1963727343792598,0.10535360434645957,271.24280000000044,,,1229,1240,44.53240000000001,1.0172442987775572,1.0412091058540596,0.5396123679477675,,1283,1.1540072172632567,0.0019944905463954534,1324,1.1944201906770298,-0.0006712835776912358,242.0,979.7128000000002,1.0207072929944365,,,117.40360000000003,"[{'halfHeight': 10, 'risingPnt': 1260, 'fallingPnt': 1403, 'widthPnts': 143, 'widthMs': 578.9212000000001}, {'halfHeight': 20, 'risingPnt': 1262, 'fallingPnt': 1396, 'widthPnts': 134, 'widthMs': 542.4856000000001}, {'halfHeight': 50, 'risingPnt': 1276, 'fallingPnt': 1373, 'widthPnts': 97, 'widthMs': 392.6948000000001}, {'halfHeight': 80, 'risingPnt': 1298, 'fallingPnt': 1351, 'widthPnts': 53, 'widthMs': 214.56520000000006}, {'halfHeight': 90, 'risingPnt': 1313, 'fallingPnt': 1332, 'widthPnts': 19, 'widthMs': 76.91960000000002}]",578.9212000000001,542.4856000000001,392.6948000000001,214.56520000000006,76.91960000000002,jan-12-2022,23
207,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,6,6,True,0,"[{'Spike': 6, 'Seconds': 6.0483, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 6, 'Seconds': 6.0483, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.768<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",1494,6.048309600000001,1.079797701071811,-7.074250977511079e-05,0.0,1572,6.364084800000001,1.1969169508296338,0.11711924975782284,315.77520000000004,,,1473,1483,40.48400000000001,1.0222763856028707,1.0558253624863323,0.767529511371898,,1496,1.0922268334679475,0.0016868468197593703,1574,1.1885467174307678,-0.0012846474300149218,239.0,967.5676000000002,1.0335195184295132,,,93.11320000000002,"[{'halfHeight': 10, 'risingPnt': 1496, 'fallingPnt': 1651, 'widthPnts': 155, 'widthMs': 627.5020000000002}, {'halfHeight': 20, 'risingPnt': 1500, 'fallingPnt': 1643, 'widthPnts': 143, 'widthMs': 578.9212000000001}, {'halfHeight': 50, 'risingPnt': 1517, 'fallingPnt': 1617, 'widthPnts': 100, 'widthMs': 404.8400000000001}, {'halfHeight': 80, 'risingPnt': 1539, 'fallingPnt': 1597, 'widthPnts': 58, 'widthMs': 234.80720000000005}, {'halfHeight': 90, 'risingPnt': 1545, 'fallingPnt': 1587, 'widthPnts': 42, 'widthMs': 170.03280000000004}]",627.5020000000002,578.9212000000001,404.8400000000001,234.80720000000005,170.03280000000004,jan-12-2022,23
208,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,7,7,True,0,"[{'Spike': 7, 'Seconds': 7.024, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 7, 'Seconds': 7.024, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.949<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",1735,7.023974000000002,1.0910278951510062,0.0011390897651024862,0.0,1803,7.299265200000002,1.1868355715766037,0.09580767642559751,275.29119999999983,,,1712,1722,40.48400000000001,1.0193687037234216,1.0560657864323753,0.9493096066099986,,1736,1.0976667904604342,0.001610481511690042,1805,1.180932686489251,-0.0007442878536125839,241.0,975.6644000000002,1.0249425929653677,,,105.25840000000002,"[{'halfHeight': 10, 'risingPnt': 1737, 'fallingPnt': 1876, 'widthPnts': 139, 'widthMs': 562.7276000000002}, {'halfHeight': 20, 'risingPnt': 1742, 'fallingPnt': 1872, 'widthPnts': 130, 'widthMs': 526.2920000000001}, {'halfHeight': 50, 'risingPnt': 1758, 'fallingPnt': 1854, 'widthPnts': 96, 'widthMs': 388.6464000000001}, {'halfHeight': 80, 'risingPnt': 1779, 'fallingPnt': 1832, 'widthPnts': 53, 'widthMs': 214.56520000000006}, {'halfHeight': 90, 'risingPnt': 1780, 'fallingPnt': 1812, 'widthPnts': 32, 'widthMs': 129.54880000000003}]",562.7276000000002,526.2920000000001,388.6464000000001,214.56520000000006,129.54880000000003,jan-12-2022,23
209,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,8,8,True,0,"[{'Spike': 8, 'Seconds': 8.0077, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 8, 'Seconds': 8.0077, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.81<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",1978,8.007735200000003,1.0918321434414835,0.00028748532346134167,0.0,2048,8.291123200000001,1.181276279122916,0.08944413568143261,283.38799999999867,,,1950,1963,52.62920000000001,1.0124303010785634,1.043407137792852,0.8099311148917095,,2023,1.1655999626021618,0.001459951718647011,2050,1.1754701349698344,-0.001025429142978634,243.0,983.7612000000003,1.01650685145948,,,125.50040000000003,"[{'halfHeight': 10, 'risingPnt': 1982, 'fallingPnt': 2116, 'widthPnts': 134, 'widthMs': 542.4856000000001}, {'halfHeight': 20, 'risingPnt': 1987, 'fallingPnt': 2110, 'widthPnts': 123, 'widthMs': 497.9532000000001}, {'halfHeight': 50, 'risingPnt': 2002, 'fallingPnt': 2090, 'widthPnts': 88, 'widthMs': 356.2592000000001}, {'halfHeight': 80, 'risingPnt': 2023, 'fallingPnt': 2069, 'widthPnts': 46, 'widthMs': 186.22640000000004}, {'halfHeight': 90, 'risingPnt': 2034, 'fallingPnt': 2055, 'widthPnts': 21, 'widthMs': 85.01640000000002}]",542.4856000000001,497.9532000000001,356.2592000000001,186.22640000000004,85.01640000000002,jan-12-2022,23
210,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,9,9,True,0,"[{'Spike': 9, 'Seconds': 8.9632, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 9, 'Seconds': 8.9632, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.737<=8'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",2214,8.963157600000002,1.0804929372625294,-0.00011903552425007902,0.0,2293,9.282981200000002,1.176021363514773,0.09552842625224356,319.82359999999943,,,2186,2199,52.62920000000001,1.0109803557469303,1.0421248334627533,0.7372118508307325,,2224,1.1084726229648687,0.0019627039342473285,2294,1.1699403192840385,-0.0009616208526303031,236.0,955.4224000000003,1.0466574784095493,,,125.50040000000003,"[{'halfHeight': 10, 'risingPnt': 2216, 'fallingPnt': 2359, 'widthPnts': 143, 'widthMs': 578.9212000000001}, {'halfHeight': 20, 'risingPnt': 2223, 'fallingPnt': 2355, 'widthPnts': 132, 'widthMs': 534.3888000000002}, {'halfHeight': 50, 'risingPnt': 2237, 'fallingPnt': 2332, 'widthPnts': 95, 'widthMs': 384.59800000000007}, {'halfHeight': 80, 'risingPnt': 2259, 'fallingPnt': 2313, 'widthPnts': 54, 'widthMs': 218.61360000000005}, {'halfHeight': 90, 'risingPnt': 2273, 'fallingPnt': 2301, 'widthPnts': 28, 'widthMs': 113.35520000000002}]",578.9212000000001,534.3888000000002,384.59800000000007,218.61360000000005,113.35520000000002,jan-12-2022,23
211,20210803a,20210803a,220110n_0068.tif,mv,,,Thapsigargin,0,10,10,True,0,"[{'Spike': 10, 'Seconds': 9.9429, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 10, 'Seconds': 9.9429, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.905<=8'}, {'Spike': 10, 'Seconds': 9.9429, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.5832000000001 searching for Vm:1.09 from peak sec 10.12'}, {'Spike': 10, 'Seconds': 9.9429, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:801.5832000000001 searching for Vm:1.1 from peak sec 10.12'}, {'Spike': 10, 'Seconds': 9.9429, 'Type': 'Spike Width', 'Details': 'Half width 50 error in ""falling point"" with halfWidthWindow_ms:801.5832000000001 searching for Vm:1.12 from peak sec 10.12'}, {'Spike': 10, 'Seconds': 9.9429, 'Type': 'Spike Width', 'Details': 'Half width 80 error in ""falling point"" with halfWidthWindow_ms:801.5832000000001 searching for Vm:1.15 from peak sec 10.12'}, {'Spike': 10, 'Seconds': 9.9429, 'Type': 'Spike Width', 'Details': 'Half width 90 error in ""falling point"" with halfWidthWindow_ms:801.5832000000001 searching for Vm:1.15 from peak sec 10.12'}]",0.0,1.09,0,"[10, 20, 50, 80, 90]",2456,9.942870400000002,1.0852069476871768,-3.039500279115274e-05,0.0,2499,10.116951600000002,1.1605659279728027,0.07535898028562582,174.08119999999982,,,2430,2441,44.53240000000001,1.0075199520061076,1.0528524940981532,0.9050984851781573,,2489,1.15462596968178,0.0017601677246124904,2499,1.1605659279728027,0.000988948083065477,242.0,979.7128000000002,1.0207072929944365,,,117.40360000000003,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 80, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 90, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}]",,,,,,jan-12-2022,23
212,20210803a,20210803a,220110n_0072.tif,mv,,,Thapsigargin,0,0,0,True,0,"[{'Spike': 0, 'Seconds': 0.1896, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 0, 'Seconds': 0.1896, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.05,0,"[10, 20, 50, 80, 90]",49,0.18955159999999996,1.037466760214101,-6.896457509647368e-05,0.0,184,0.7117855999999998,1.1621541279774465,0.12468736776334555,522.2339999999998,,,48,48,0.0,1.0329589326479556,1.0329589326479556,,,106,1.1195880481479583,0.001863174646100703,185,1.155043735394639,-0.0009735689573822105,,,,,,3.868399999999999,"[{'halfHeight': 10, 'risingPnt': 56, 'fallingPnt': 279, 'widthPnts': 223, 'widthMs': 862.6531999999997}, {'halfHeight': 20, 'risingPnt': 66, 'fallingPnt': 266, 'widthPnts': 200, 'widthMs': 773.6799999999998}, {'halfHeight': 50, 'risingPnt': 88, 'fallingPnt': 239, 'widthPnts': 151, 'widthMs': 584.1283999999998}, {'halfHeight': 80, 'risingPnt': 118, 'fallingPnt': 208, 'widthPnts': 90, 'widthMs': 348.1559999999999}, {'halfHeight': 90, 'risingPnt': 143, 'fallingPnt': 198, 'widthPnts': 55, 'widthMs': 212.76199999999994}]",862.6531999999997,773.6799999999998,584.1283999999998,348.1559999999999,212.76199999999994,jan-12-2022,24
